,case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
4565,20070093,Italy,Enterprise and Industry,1,0,0,2007-02-01,,,6/27/07,2007,111,4/13/08,0,0,4.171666683,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.781057626,1.0,1.0,2.0,-1.03732397
4557,20070083,Italy,Enterprise and Industry,1,1,0,2007-02-01,6/27/07,,6/27/07,2007,111,4/13/08,0,0,2.861787397,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.362408978,0.0,0.0,2.0,-1.03732397
4560,20070087,Italy,Health and Consumers,1,0,0,2007-02-01,,,6/27/07,2007,111,4/13/08,0,0,4.171666683,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.559559496,1.0,0.0,1.0,-1.03732397
4559,20070086,Italy,Health and Consumers,1,0,0,2007-02-01,,,6/27/07,2007,111,4/13/08,0,0,4.171666683,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.719013154,1.0,0.0,1.0,-1.03732397
4558,20070085,Italy,Health and Consumers,1,1,0,2007-02-01,6/27/07,,6/27/07,2007,111,4/13/08,0,0,2.574252919,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.780720886,1.0,0.0,5.0,-1.03732397
4556,20070082,Italy,Enterprise and Industry,1,0,0,2007-02-01,,,6/27/07,2007,111,4/13/08,0,0,4.171666683,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,10.58405595,0.0,0.0,10.0,-1.03732397
4562,20070089,Italy,Enterprise and Industry,1,0,0,2007-02-01,,,6/27/07,2007,111,4/13/08,0,0,4.171666683,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.363279587,1.0,0.0,7.0,-1.03732397
4566,20070094,Italy,Taxation and Customs Union,1,0,0,2007-02-01,,,6/27/07,2007,111,4/13/08,0,0,4.171666683,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.461468176,0.0,0.0,4.0,-1.03732397
4555,20070081,Italy,Internal Market and Services,1,1,1,2007-02-01,10/17/07,5/6/08,10/17/07,2007,111,4/13/08,0,0,0.242028824,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.45616849,0.0,0.0,10.0,-1.03732397
4561,20070088,Italy,Health and Consumers,1,0,0,2007-02-01,,,6/27/07,2007,111,4/13/08,0,0,4.171666683,437,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.225503098,1.0,0.0,2.0,-1.03732397
4120,20072090,Italy,Environment,1,0,0,2007-03-21,,,6/27/07,2007,111,4/13/08,0,1,4.555045986,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.484557193,0.0,0.0,0.0,-1.03732397
4114,20062535,Italy,"Justice, Fundamental Rights and Citizenship",1,1,0,2007-03-21,11/27/08,,11/27/08,2007,111,4/13/08,1,1,-0.333040131,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.951958169,0.0,0.0,12.0,-1.03732397
4113,20054376,Italy,Internal Market and Services,1,0,0,2007-03-21,,,11/27/08,2007,111,4/13/08,1,1,1.136580532,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4112,20054170,Italy,Environment,1,0,0,2007-03-21,,,4/3/08,2007,111,4/13/08,0,1,2.222821891,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4115,20062550,Italy,Taxation and Customs Union,1,1,1,2007-03-21,2/28/08,1/27/11,2/28/08,2007,111,4/13/08,0,1,-1.099798738,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4117,20064264,Italy,Internal Market and Services,1,0,0,2007-03-21,,,9/18/08,2007,111,4/13/08,1,1,1.424115009,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4118,20064380,Italy,"Employment, Social Affairs and Equal Opportunities",1,0,0,2007-03-21,,,6/26/08,2007,111,4/13/08,1,1,1.615804661,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4111,20054158,Italy,Taxation and Customs Union,1,0,0,2007-03-21,,,10/8/09,2007,111,4/13/08,1,1,0.4017702,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4116,20064251,Italy,Internal Market and Services,1,0,0,2007-03-21,,,5/6/08,2007,111,4/13/08,1,1,2.063080515,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4119,20064990,Italy,Energy,1,1,1,2007-03-21,3/19/09,11/20/09,3/19/09,2007,111,4/13/08,1,1,-0.460833232,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4121,20072097,Italy,Environment,1,0,0,2007-03-21,,,10/17/07,2007,111,4/13/08,0,1,3.213218425,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
4096,20034826,Italy,Budget,1,1,1,2007-03-21,10/17/07,2/28/08,10/17/07,2007,111,4/13/08,0,1,-0.972005637,389,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
3795,20070416,Italy,Taxation and Customs Union,1,0,0,2007-04-20,,,7/18/07,2007,111,4/13/08,0,0,3.820235655,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.832014181,0.0,0.0,14.0,-1.03732397
3786,20070407,Italy,Taxation and Customs Union,1,0,0,2007-04-20,,,6/27/07,2007,111,4/13/08,0,0,5.162063217,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.506132244,0.0,0.0,15.0,-1.03732397
3787,20070408,Italy,Enterprise and Industry,1,0,0,2007-04-20,,,10/17/07,2007,111,4/13/08,0,0,3.724390829,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.440816971,0.0,0.0,1.0,-1.03732397
3788,20070409,Italy,Enterprise and Industry,1,0,0,2007-04-20,,,5/6/08,2007,111,4/13/08,1,0,2.190873616,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.845879875,1.0,0.0,1.0,-1.03732397
3789,20070410,Italy,Enterprise and Industry,1,0,0,2007-04-20,,,12/11/07,2007,111,4/13/08,0,0,3.309063251,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.08221891,1.0,0.0,1.0,-1.03732397
3790,20070411,Italy,Health and Consumers,1,1,1,2007-04-20,5/6/08,10/16/08,5/6/08,2007,111,4/13/08,1,0,-0.077453929,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.711607996,1.0,0.0,1.0,-1.03732397
3791,20070412,Italy,Health and Consumers,1,0,0,2007-04-20,,,12/11/07,2007,111,4/13/08,0,0,3.309063251,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.342131731,1.0,0.0,2.0,-1.03732397
3792,20070413,Italy,Health and Consumers,1,0,0,2007-04-20,,,12/11/07,2007,111,4/13/08,0,0,3.309063251,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.554334824,1.0,1.0,6.0,-1.03732397
3784,20070405,Italy,Internal Market and Services,1,0,0,2007-04-20,,,12/11/07,2007,111,4/13/08,0,0,3.309063251,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.565634363,0.0,0.0,42.0,-1.03732397
3783,20070404,Italy,Internal Market and Services,1,1,0,2007-04-20,6/27/07,,6/27/07,2007,111,4/13/08,0,0,2.733994296,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,10.99581346,0.0,0.0,7.0,-1.03732397
3782,20070403,Italy,Health and Consumers,1,0,0,2007-04-20,,,12/11/07,2007,111,4/13/08,0,0,3.309063251,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
3785,20070406,Italy,Home Affairs,1,0,0,2007-04-20,,,4/3/08,2007,111,4/13/08,0,0,2.382563267,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.342601681,0.0,0.0,0.0,-1.03732397
3794,20070415,Italy,Taxation and Customs Union,1,0,0,2007-04-20,,,7/18/07,2007,111,4/13/08,0,0,3.820235655,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.23636959,1.0,0.0,1.0,-1.03732397
3798,20070419,Italy,Environment,1,0,0,2007-04-20,,,10/17/07,2007,111,4/13/08,0,0,3.724390829,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.286017468,0.0,0.0,24.0,-1.03732397
3796,20070417,Italy,Internal Market and Services,1,1,1,2007-04-20,10/17/07,6/5/08,10/17/07,2007,111,4/13/08,0,0,1.519959835,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.021598247,0.0,0.0,31.0,-1.03732397
3793,20070414,Italy,Internal Market and Services,1,1,0,2007-04-20,6/27/07,,6/27/07,2007,111,4/13/08,0,0,2.510356369,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,10.05345808,1.0,0.0,1.0,-1.03732397
3797,20070418,Italy,Environment,1,0,0,2007-04-20,,,10/17/07,2007,111,4/13/08,0,0,3.724390829,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.216719979,0.0,0.0,16.0,-1.03732397
3800,20070421,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2007-04-20,1/31/08,,1/31/08,2007,111,4/13/08,0,0,1.519959835,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.284134161,0.0,0.0,1.0,-1.03732397
3799,20070420,Italy,"Justice, Fundamental Rights and Citizenship",1,0,0,2007-04-20,,,12/11/07,2007,111,4/13/08,0,0,3.309063251,359,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.396929655,0.0,0.0,1.0,-1.03732397
3319,20070783,Italy,Mobility and Transport,1,0,0,2007-06-01,,,12/11/07,2007,111,4/13/08,0,0,3.500752902,317,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.693328989,0.0,0.0,0.0,-1.03732397
3324,20070789,Italy,Health and Consumers,1,0,0,2007-06-01,,,6/5/08,2007,111,4/13/08,1,0,1.999183964,317,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.39632189,1.0,0.0,5.0,-1.03732397
3323,20070788,Italy,Health and Consumers,1,0,0,2007-06-01,,,12/11/07,2007,111,4/13/08,0,0,3.500752902,317,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.075346031,1.0,0.0,1.0,-1.03732397
3325,20070790,Italy,Health and Consumers,1,0,0,2007-06-01,,,5/6/08,2007,111,4/13/08,1,0,2.254770166,317,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.767209534,1.0,0.0,6.0,-1.03732397
3322,20070787,Italy,Health and Consumers,1,0,0,2007-06-01,,,12/11/07,2007,111,4/13/08,0,0,3.500752902,317,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.929516771,1.0,0.0,1.0,-1.03732397
3321,20070785,Italy,Enterprise and Industry,1,0,0,2007-06-01,,,10/17/07,2007,111,4/13/08,0,0,3.948028756,317,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.669028289,1.0,0.0,6.0,-1.03732397
3320,20070784,Italy,Enterprise and Industry,1,0,0,2007-06-01,,,12/11/07,2007,111,4/13/08,0,0,3.500752902,317,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.210818453,1.0,0.0,0.0,-1.03732397
3041,20064933,Italy,Health and Consumers,1,0,0,2007-06-27,,,1/31/08,2007,111,4/13/08,0,1,2.957632222,291,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
3042,20072132,Italy,Mobility and Transport,1,0,0,2007-06-27,,,12/11/07,2007,111,4/13/08,0,1,3.692442554,291,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
3043,20072159,Italy,Environment,1,1,0,2007-06-27,4/3/08,,4/3/08,2007,111,4/13/08,0,1,1.615804661,291,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
3044,20072179,Italy,Environment,1,1,0,2007-06-27,1/31/08,,1/31/08,2007,111,4/13/08,0,1,1.615804661,291,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
3045,20072182,Italy,Environment,1,0,0,2007-06-27,,,5/14/09,2007,111,4/13/08,1,1,0.785149504,291,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
3040,20064701,Italy,Internal Market and Services,1,0,0,2007-06-27,,,4/3/08,2007,111,4/13/08,0,1,2.574252919,291,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
2860,20064094,Italy,Taxation and Customs Union,1,1,0,2007-07-18,6/26/08,,6/26/08,2007,111,4/13/08,1,1,0.465666751,270,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
2862,20064404,Italy,Internal Market and Services,1,0,0,2007-07-18,,,6/5/08,2007,111,4/13/08,1,1,2.190873616,270,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
2861,20064366,Italy,"Employment, Social Affairs and Equal Opportunities",1,0,0,2007-07-18,,,1/29/09,2007,111,4/13/08,1,1,1.104632256,270,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
2747,20070925,Italy,Mobility and Transport,1,0,0,2007-08-01,,,12/11/07,2007,111,4/13/08,0,0,3.948028756,256,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.403128235,0.0,1.0,0.0,-1.03732397
2748,20070926,Italy,Health and Consumers,1,0,0,2007-08-01,,,12/11/07,2007,111,4/13/08,0,0,3.948028756,256,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.395721609,1.0,0.0,3.0,-1.03732397
2749,20070927,Italy,Enterprise and Industry,1,0,0,2007-08-01,,,12/11/07,2007,111,4/13/08,0,0,3.948028756,256,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.094234846,1.0,0.0,1.0,-1.03732397
2746,20070924,Italy,Health and Consumers,1,0,0,2007-08-01,,,12/11/07,2007,111,4/13/08,0,0,3.948028756,256,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.059517482,0.0,0.0,9.0,-1.03732397
2745,20070923,Italy,Internal Market and Services,1,0,0,2007-08-01,,,12/11/07,2007,111,4/13/08,0,0,3.948028756,256,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.559486104,0.0,0.0,21.0,-1.03732397
2098,20071007,Italy,Health and Consumers,1,0,0,2007-09-24,,,12/11/07,2007,111,4/13/08,0,0,4.075821857,202,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.146772179,1.0,0.0,1.0,-1.03732397
2097,20071006,Italy,Health and Consumers,1,0,0,2007-09-24,,,12/11/07,2007,111,4/13/08,0,0,4.075821857,202,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.379632153,1.0,0.0,2.0,-1.03732397
2096,20071004,Italy,Energy,1,0,0,2007-09-24,,,12/11/07,2007,111,4/13/08,0,0,4.075821857,202,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,9.331495494,0.0,0.0,24.0,-1.03732397
2095,20071003,Italy,Enterprise and Industry,1,0,0,2007-09-24,,,12/11/07,2007,111,4/13/08,0,0,4.075821857,202,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.60153434,0.0,0.0,1.0,-1.03732397
2093,20072284,Italy,Maritime Affairs and Fisheries,1,0,0,2007-09-25,,,1/27/11,2007,111,4/13/08,1,1,-0.428884957,201,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1880,20072281,Italy,Home Affairs,1,0,0,2007-10-17,,,10/8/09,2007,111,4/13/08,1,1,0.657356402,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1884,20074531,Italy,Internal Market and Services,1,0,0,2007-10-17,,,11/27/08,2007,111,4/13/08,1,1,1.615804661,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1882,20074376,Italy,Internal Market and Services,1,1,0,2007-10-17,5/6/08,,5/6/08,2007,111,4/13/08,1,1,1.743597762,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1883,20074467,Italy,Internal Market and Services,1,0,0,2007-10-17,,,9/18/08,2007,111,4/13/08,1,1,2.126977065,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1819,20042069,Italy,Health and Consumers,1,0,0,2007-10-17,,,11/27/08,2007,111,4/13/08,1,1,1.615804661,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1866,20055055,Italy,Enterprise and Industry,1,1,0,2007-10-17,6/25/09,,6/25/09,2007,111,4/13/08,1,1,-0.844212536,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1867,20055068,Italy,Enterprise and Industry,1,1,0,2007-10-17,6/5/08,,6/5/08,2007,111,4/13/08,1,1,0.33787365,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,11.06490248,0.0,0.0,11.0,-1.03732397
1872,20064250,Italy,Taxation and Customs Union,1,0,0,2007-10-17,,,9/18/08,2007,111,4/13/08,1,1,2.126977065,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1873,20064280,Italy,Enterprise and Industry,1,0,0,2007-10-17,,,6/25/09,2007,111,4/13/08,1,1,0.880994329,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1874,20064780,Italy,Environment,1,1,0,2007-10-17,6/5/08,,6/5/08,2007,111,4/13/08,1,1,-0.780315985,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1875,20064820,Italy,Environment,1,1,0,2007-10-17,6/5/08,,6/5/08,2007,111,4/13/08,1,1,0.880994329,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1878,20072270,Italy,Budget,1,1,1,2007-10-17,11/27/08,6/24/10,11/27/08,2007,111,4/13/08,1,1,-0.972005637,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1879,20072271,Italy,Taxation and Customs Union,1,0,0,2007-10-17,,,4/3/08,2007,111,4/13/08,0,1,3.149321874,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1881,20074269,Italy,Internal Market and Services,1,1,0,2007-10-17,4/3/08,,4/3/08,2007,111,4/13/08,0,1,1.232425357,179,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1674,20072324,Italy,Competition,1,0,0,2007-11-06,,,6/26/08,2007,111,4/13/08,1,0,2.350614992,159,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
1458,20071126,Italy,Home Affairs,1,0,0,2007-11-27,,,9/18/08,2007,111,4/13/08,1,0,2.254770166,138,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.538758969,0.0,1.0,2.0,-1.03732397
1456,20071124,Italy,Home Affairs,1,0,0,2007-11-27,,,4/3/08,2007,111,4/13/08,0,0,3.404908076,138,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.345692873,0.0,0.0,0.0,-1.03732397
1459,20071127,Italy,Health and Consumers,1,1,1,2007-11-27,6/26/08,10/16/08,6/26/08,2007,111,4/13/08,1,0,0.082287447,138,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,8.631414336,1.0,0.0,0.0,-1.03732397
1460,20071128,Italy,Enterprise and Industry,1,1,0,2007-11-27,4/3/08,,4/3/08,2007,111,4/13/08,0,0,2.254770166,138,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.113142109,1.0,0.0,2.0,-1.03732397
1461,20071129,Italy,Health and Consumers,1,0,0,2007-11-27,,,5/6/08,2007,111,4/13/08,1,0,3.117373599,138,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.118097198,1.0,0.0,2.0,-1.03732397
1462,20071130,Italy,Health and Consumers,1,0,0,2007-11-27,,,5/6/08,2007,111,4/13/08,1,0,3.117373599,138,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,6.609349243,1.0,0.0,3.0,-1.03732397
1457,20071125,Italy,"Employment, Social Affairs and Equal Opportunities",1,0,0,2007-11-27,,,9/18/08,2007,111,4/13/08,1,0,2.254770166,138,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,7.132497552,1.0,0.0,2.0,-1.03732397
1292,20072110,Italy,"Communication Networks, Content and Technology",1,0,0,2007-12-11,,,10/8/09,2007,111,4/13/08,1,1,0.721252953,124,5.0946,-7.1459,1.321953782,0.897933037,1.79050302,-1.588327118,0.340178387,0.0,,,,,-1.03732397
818,20080148,Italy,Mobility and Transport,1,0,0,2008-01-29,,,4/3/08,2008,111,4/13/08,0,0,3.756339104,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,7.341483852,1.0,0.0,2.0,-1.03732397
817,20080147,Italy,Health and Consumers,1,0,0,2008-01-29,,,5/6/08,2008,111,4/13/08,1,0,3.436856352,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,7.328437353,1.0,0.0,4.0,-1.03732397
816,20080146,Italy,Health and Consumers,1,0,0,2008-01-29,,,5/6/08,2008,111,4/13/08,1,0,3.436856352,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,9.004668302,1.0,0.0,6.0,-1.03732397
821,20080151,Italy,Health and Consumers,1,0,0,2008-01-29,,,9/18/08,2008,111,4/13/08,1,0,2.382563267,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,7.359467638,1.0,0.0,2.0,-1.03732397
814,20080144,Italy,Home Affairs,1,0,0,2008-01-29,,,6/5/08,2008,111,4/13/08,1,0,2.989580498,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,9.468078568,0.0,0.0,0.0,-1.03732397
815,20080145,Italy,Taxation and Customs Union,1,1,0,2008-01-29,11/27/08,,11/27/08,2008,111,4/13/08,1,0,-0.013557378,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,7.762596049,0.0,0.0,11.0,-1.03732397
819,20080149,Italy,Health and Consumers,1,0,0,2008-01-29,,,5/6/08,2008,111,4/13/08,1,0,3.436856352,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,6.811244379,1.0,0.0,1.0,-1.03732397
820,20080150,Italy,Health and Consumers,1,0,0,2008-01-29,,,5/6/08,2008,111,4/13/08,1,0,3.436856352,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,7.454719949,1.0,0.0,3.0,-1.03732397
812,20080142,Italy,Internal Market and Services,1,1,0,2008-01-29,6/5/08,,6/5/08,2008,111,4/13/08,1,0,2.382563267,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,8.561784075,0.0,0.0,0.0,-1.03732397
813,20080143,Italy,Internal Market and Services,1,0,0,2008-01-29,,,6/26/08,2008,111,4/13/08,1,0,2.63814947,75,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,10.1569275,0.0,0.0,49.0,-1.03732397
781,20074679,Italy,Environment,1,1,0,2008-01-31,11/20/09,,11/20/09,2008,111,4/13/08,1,1,-1.131747013,73,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,9.806756364,0.0,0.0,0.0,-1.03732397
780,20072443,Italy,Enterprise and Industry,1,1,1,2008-01-31,3/19/09,11/20/09,3/19/09,2008,111,4/13/08,1,1,-0.396936682,73,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,,,,,-1.03732397
779,20072377,Italy,Mobility and Transport,1,1,0,2008-01-31,6/26/08,,6/26/08,2008,111,4/13/08,1,1,1.264373633,73,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,,,,,-1.03732397
778,20072309,Italy,Internal Market and Services,1,0,0,2008-01-31,,,1/29/09,2008,111,4/13/08,1,1,1.615804661,73,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,,,,,-1.03732397
428,20074649,Italy,Internal Market and Services,1,0,0,2008-02-28,,,3/19/09,2008,111,4/13/08,1,1,1.583856386,45,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1.0,,,,,-1.03732397
